subset,type_name,left_hand,right_hand,blue_pipette,yellow_pipette,red_pipette,8_channel_pipette,blue_tip,yellow_tip,red_tip,8_channel_tip,blue_tip_rack,yellow_tip_rack,red_tip_rack,8_channel_tip_rack,50ml_tube,15ml_tube,micro_tube,8_tube_stripes,8_tube_stripes_lid,50ml_tube_rack,15ml_tube_rack,micro_tube_rack,8_tube_stripes_rack,8_tube_stripes_rack_lid,cell_culture_plate,cell_culture_plate_lid,trash_can,centrifuge,vortex_mixer,magnetic_rack,pcr_machine,tube_with_spin_column,spin_column,tube_without_lid,pen,none
all,affected,0.536352211016292,0.5388992248062018,0.6927647058823532,0.6671764705882369,1.1917500000000008,0,1.2079430379746834,1.126592245153221,1.1417567567567568,2.1507500000000004,0.9664285714285706,1.1775000000000009,0.9657142857142864,0.6500000000000057,0.6879203980099508,0,0.8210124391563005,0.958556378600823,0.8000000000000007,1.0222951807228922,0,0.8996587892521852,1.0973849658314347,0,0.8695954198473281,0.8313157894736835,0.791033898305082,1.3111620294599007,0.5753973037272007,1.2517857142857143,1.904884615384613,0.691,0,0.9480221518987334,0,0.9182876145108098
train,affected,0.5244328063241109,0.5251944444444444,0.6927647058823532,0.6671764705882369,1.1917500000000008,0,1.198166921898928,1.1423783783783787,1.1200840336134454,2.1005287009063456,1.068749999999996,1.1775000000000009,0.9106666666666651,0.6500000000000057,0.7051220988900104,0,0.8281976479514414,0.9370848623853206,0.8000000000000007,1.070394230769231,0,0.9044191829484902,1.0668839009287925,0,0.8808859773371104,0.8313157894736835,0.7896724137931005,1.309440366972476,0.54932183908046,1.2729094076655059,1.9455535714285703,0.6636730769230764,0,0.9702406639004133,0,0.8969874598715891
train,left_affected,0.375,0.5256527363184079,0.6927647058823532,0.6646818181818177,1.2366666666666681,0,1.2806122448979604,1.1091923076923098,1.054999999999998,1.9716129032258152,0.0,0.0,0.0,0.0,0.9681696428571446,0,0.8385983263598327,0.9375742857142846,0.0,1.07653125,0,0.925664739884393,1.0388846153846156,0,0.8889214145383102,0.8578124999999995,0.7934999999999981,1.2842465753424643,0.5173874538745389,1.2256823529411778,1.9244814814814777,0.0,0,1.0307706422018341,0,1.027177794336811
train,right_affected,0.5247287128712873,0.3716666666666744,0.0,0.6717500000000053,1.0569999999999986,0,1.1914784768211917,1.1466204523107182,1.1211965811965814,2.1138500000000002,1.068749999999996,1.1775000000000009,0.9106666666666651,0.6500000000000057,0.6716052332195678,0,0.8271606174384646,0.9369619799139165,0.8000000000000007,0.9967500000000028,0,0.8568230215827337,1.1030248226950345,0,0.8763565891472869,0.6899999999999977,0.7895357142857115,1.3145068870523404,0.5619373177842567,1.2927821782178222,1.9651724137931048,0.6636730769230764,0,0.9202575757575733,0,0.8309374716467564
test,affected,0.5200588235294127,0.5282982456140362,0.0,0.0,0.0,0,1.1147311827956992,1.0126869158878506,1.016071428571428,2.056304347826088,0.8300000000000033,0.0,0.0,0.0,0.6201809954751143,0,0.7541608996539788,0.9788699186991882,0.0,0.8525000000000007,0,0.8271044776119401,1.0786470588235284,0,0.8171376146788989,0.0,0.0,1.113597883597883,0.592534246575341,1.1447058823529412,1.5774999999999935,0.7087162162162177,0,0.7128541666666708,0,0.9338146769476201
test,left_affected,0.0,0.5282982456140362,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246153846153858,0,0.8725000000000023,1.152714285714288,0.0,0.8483333333333345,0,0.8313861671469737,1.031396396396396,0,0.8775511811023615,0.0,0.0,1.1474137931034476,0.6265384615384603,1.1240625000000004,1.63599999999999,0.0,0,0.6426250000000042,0,0.9522307692307689
test,right_affected,0.5200588235294127,0.0,0.0,0.0,0.0,0,1.1147311827956992,1.0126869158878506,1.016071428571428,2.056304347826088,0.8300000000000033,0.0,0.0,0.0,0.5824038461538472,0,0.7533362369337975,0.9606526946107796,0.0,0.889999999999997,0,0.8000909090909096,1.1476578947368408,0,0.7787750000000002,0.0,0.0,1.0847549019607838,0.5535294117647044,1.4749999999999979,1.5357142857142816,0.7087162162162177,0,0.7479687500000041,0,0.9256321044546849
valid,affected,0.6749719626168237,0.6796846846846857,0.0,0.0,0.0,0,1.4255688073394495,1.1529327731092438,1.469166666666667,2.5364166666666654,0.0,0.0,1.1033333333333404,0.0,0.6772717948717956,0,0.8617148760330576,1.0530378548895907,0.0,0.9840476190476208,0,0.9420643678160927,1.6131111111111132,0,0.8749557522123891,0.0,0.8700000000000045,1.5524099378881968,0.7175000000000009,1.270538461538458,2.069999999999996,0.8872727272727274,0,1.1677777777777758,0,1.0202198719732813
valid,left_affected,0.0,0.6816055045871569,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2416666666666696,0,1.3499999999999943,1.107558139534883,0.0,0.9625000000000009,0,0.9267010582010586,1.4822916666666688,0,0.9352499999999994,0.0,0.0,1.5287027027027016,0.7553846153846157,1.3123333333333318,2.059999999999995,0.0,0,1.3291666666666668,0,1.1671905126243305
valid,right_affected,0.6749719626168237,0.5750000000000028,0.0,0.0,0.0,0,1.4255688073394495,1.1529327731092438,1.469166666666667,2.5364166666666654,0.0,0.0,1.1033333333333404,0.0,0.6593544973544979,0,0.8596887966804977,1.0444817518248186,0.0,1.4150000000000205,0,1.043947368421055,1.762619047619049,0,0.8419178082191778,0.0,0.8700000000000045,1.5725747126436758,0.6805625000000014,1.176499999999993,2.076666666666663,0.8872727272727274,0,1.0386666666666629,0,0.9361907261592299
